User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Danielle Richardson","Tyler Miller",Carer,"2021-09-19 05:07:05",882,Outgoing,70
"Danielle Richardson","Grace Walker",Nurse,"2021-10-10 04:53:40",35,Outgoing,68
"Danielle Richardson","Francesca Fox",Carer,"2021-09-02 01:31:19",902,Incoming,8
"Danielle Richardson","Harrison Patel",Carer,"2021-09-08 10:58:02",187,Outgoing,96
"Danielle Richardson","Chris Davis",Carer,"2021-09-20 06:19:03",392,Incoming,75
"Danielle Richardson","Adrian Ross",Carer,"2021-09-11 04:03:41",318,Outgoing,61
"Danielle Richardson","Charlotte Harris",Carer,"2021-08-21 02:13:26",829,Outgoing,26
"Danielle Richardson","Jasmine Mitchell",Nurse,"2021-09-28 08:52:06",948,Outgoing,42
"Danielle Richardson","Ryan Turner",Carer,"2021-10-05 10:39:08",643,Incoming,94
"Danielle Richardson","Quentin Collins",Nurse,"2021-08-15 04:15:51",18,Outgoing,37
"Danielle Richardson","Imogen Bell",Nurse,"2021-09-27 09:32:18",635,Incoming,55
"Danielle Richardson","Kimberly Adams",Carer,"2021-10-04 09:53:05",483,Incoming,2
"Danielle Richardson","Jackson Jones",Carer,"2021-10-06 03:34:37",971,Incoming,69
"Danielle Richardson","Jason Kennedy",Carer,"2021-10-13 02:54:26",751,Outgoing,55
"Danielle Richardson","Jennifer Cooper",Carer,"2021-09-18 05:17:17",810,Outgoing,16
"Danielle Richardson","Jackson Jones",Carer,"2021-09-20 08:04:27",658,Outgoing,28
"Danielle Richardson","Reece Gray",Nurse,"2021-09-15 05:12:06",962,Outgoing,34
"Danielle Richardson","Tyler Miller",Carer,"2021-08-15 09:35:06",777,Outgoing,83
"Danielle Richardson","Sienna Campbell",Carer,"2021-09-17 07:00:56",891,Outgoing,34
"Danielle Richardson","Harrison Patel",Carer,"2021-09-16 09:07:06",566,Outgoing,21
"Danielle Richardson","Becky Richardson",Carer,"2021-08-20 10:49:56",238,Incoming,1
"Danielle Richardson","Michael Collins",Carer,"2021-10-09 10:02:00",605,Outgoing,13
"Danielle Richardson","Harry Ross",Carer,"2021-10-04 01:42:02",621,Incoming,39
"Danielle Richardson","Millie Cooper",Carer,"2021-09-15 07:08:36",205,Outgoing,86
"Danielle Richardson","Francesca Fox",Carer,"2021-10-01 01:15:35",841,Outgoing,85
"Danielle Richardson","Adrian Ross",Carer,"2021-08-21 09:44:00",912,Outgoing,76
"Danielle Richardson","Reece Gray",Nurse,"2021-09-30 04:40:37",941,Incoming,52
"Danielle Richardson","Lizzie Smith",Carer,"2021-09-02 06:25:58",471,Incoming,6
"Danielle Richardson","Joanne Ross",Nurse,"2021-09-05 03:57:54",847,Outgoing,10
"Danielle Richardson","Yvonne Gray",Nurse,"2021-10-12 03:26:34",953,Incoming,10
"Danielle Richardson","Steve Saunders",Carer,"2021-09-22 09:21:48",385,Incoming,53
"Danielle Richardson","Imogen Bell",Nurse,"2021-09-18 07:20:59",842,Outgoing,37
"Danielle Richardson","Jasmine Mitchell",Nurse,"2021-09-27 02:06:05",696,Incoming,60
"Danielle Richardson","Rowena Stevens",Carer,"2021-09-24 01:11:28",339,Incoming,69
"Danielle Richardson","Becky Richardson",Carer,"2021-09-14 03:49:34",23,Outgoing,50
"Danielle Richardson","Evelyn Thomas",Carer,"2021-08-28 02:26:52",405,Incoming,92
"Danielle Richardson","Imogen Bell",Nurse,"2021-09-10 06:34:35",100,Incoming,50
"Danielle Richardson","Suzanne Marshall",Nurse,"2021-09-09 10:33:59",392,Incoming,50
"Danielle Richardson","Christopher Khan",Carer,"2021-08-30 01:14:08",869,Incoming,5
"Danielle Richardson","Barry Mason",Nurse,"2021-10-10 09:49:39",702,Incoming,1
"Danielle Richardson","Peter Hughes",Nurse,"2021-09-16 12:31:42",887,Incoming,49
"Danielle Richardson","Lucas Wilson",Carer,"2021-09-08 09:54:20",966,Outgoing,59
"Danielle Richardson","Erin Roberts",Nurse,"2021-10-03 10:48:30",652,Incoming,97
"Danielle Richardson","Steve Saunders",Carer,"2021-09-10 11:07:42",756,Outgoing,72
"Danielle Richardson","Suzanne Marshall",Nurse,"2021-09-02 01:19:49",27,Incoming,58
"Danielle Richardson","Elizabeth Jones",Nurse,"2021-09-10 10:35:54",56,Incoming,3
"Danielle Richardson","Christopher Baker",Nurse,"2021-09-15 12:13:59",573,Incoming,78
"Danielle Richardson","Finley Hughes",Nurse,"2021-09-13 12:20:00",187,Incoming,34
"Danielle Richardson","Lucas Wilson",Carer,"2021-08-30 02:23:28",379,Outgoing,18
"Danielle Richardson","Jake Young",Nurse,"2021-08-24 11:58:14",936,Outgoing,56
"Danielle Richardson","Carole Hall",Carer,"2021-08-16 07:30:12",718,Incoming,34
"Danielle Richardson","Ian Davies",Carer,"2021-08-17 03:16:40",349,Outgoing,3
"Danielle Richardson","Laura White",Carer,"2021-10-05 02:29:10",775,Incoming,77
"Danielle Richardson","Tyler Hughes",Carer,"2021-09-12 08:20:55",927,Incoming,16
"Danielle Richardson","Jennifer Cooper",Carer,"2021-09-01 10:30:37",299,Incoming,15
"Danielle Richardson","Finley Hughes",Nurse,"2021-09-16 12:04:16",787,Incoming,33
"Danielle Richardson","Adrian Ross",Carer,"2021-10-06 01:49:48",990,Incoming,84
"Danielle Richardson","Mike Scott",Carer,"2021-09-06 03:31:48",567,Outgoing,71
"Danielle Richardson","Elsie Rogers",Nurse,"2021-09-12 03:27:51",620,Incoming,22
"Danielle Richardson","Adrian Ross",Carer,"2021-09-17 10:09:15",411,Incoming,95
"Danielle Richardson","Bruce James",Nurse,"2021-08-30 01:23:43",715,Outgoing,96
"Danielle Richardson","Jamie Mason",Nurse,"2021-09-15 02:13:42",711,Outgoing,72
"Danielle Richardson","Beth Clark",Carer,"2021-09-02 07:28:05",62,Incoming,63
"Danielle Richardson","Graham Harris",Nurse,"2021-09-22 07:18:42",70,Incoming,45
"Danielle Richardson","Kimberly Adams",Carer,"2021-10-09 11:15:55",83,Incoming,65
"Danielle Richardson","Karl Davis",Nurse,"2021-08-20 02:49:10",204,Incoming,36
"Danielle Richardson","Finley Hughes",Nurse,"2021-08-21 03:19:04",371,Outgoing,5
"Danielle Richardson","Max Butler",Nurse,"2021-10-06 02:38:07",512,Incoming,29
"Danielle Richardson","Gordon Shaw",Nurse,"2021-10-12 02:16:35",716,Outgoing,4
"Danielle Richardson","Suzanne Allen",Nurse,"2021-09-01 02:57:48",391,Outgoing,8
"Danielle Richardson","Donna Robinson",Carer,"2021-09-15 08:57:25",763,Outgoing,98
"Danielle Richardson","Imogen Bell",Nurse,"2021-09-23 01:21:06",426,Outgoing,32
"Danielle Richardson","Samantha Reid",Carer,"2021-09-25 03:54:42",236,Incoming,73
"Danielle Richardson","Mary Taylor",Nurse,"2021-10-10 11:05:35",162,Outgoing,72
"Danielle Richardson","Kimberly Adams",Carer,"2021-09-25 05:17:07",814,Incoming,41
"Danielle Richardson","Ian Davies",Carer,"2021-09-01 01:41:26",922,Outgoing,48
"Danielle Richardson","Sienna Campbell",Carer,"2021-09-09 02:57:49",422,Outgoing,72
"Danielle Richardson","Reece Gray",Nurse,"2021-10-09 09:12:43",805,Incoming,46
"Danielle Richardson","Laura White",Carer,"2021-09-28 09:23:31",794,Outgoing,20
"Danielle Richardson","Francesca Fox",Carer,"2021-08-17 11:02:30",263,Outgoing,43
"Danielle Richardson","Peter Hughes",Nurse,"2021-08-16 07:18:32",647,Outgoing,67
"Danielle Richardson","Carole Hall",Carer,"2021-08-20 09:27:06",847,Outgoing,43
"Danielle Richardson","Reece Hill",Nurse,"2021-09-26 06:05:11",891,Outgoing,95
"Danielle Richardson","Ryan Turner",Carer,"2021-09-04 11:31:12",955,Incoming,71
"Danielle Richardson","Aiden Hunt",Nurse,"2021-10-09 03:26:50",765,Incoming,96
"Danielle Richardson","Jake Young",Nurse,"2021-10-09 01:38:11",1427,Outgoing,52
"Danielle Richardson","Millie Cooper",Carer,"2021-10-17 10:36:04",1487,Outgoing,85
"Danielle Richardson","Finley Hughes",Nurse,"2021-10-13 01:58:45",282,Incoming,80
"Danielle Richardson","Adrian Ross",Carer,"2021-10-12 04:15:49",1484,Outgoing,8
"Danielle Richardson","Mohammed Collins",Nurse,"2021-10-17 03:49:07",3094,Outgoing,62
"Danielle Richardson","Mike Scott",Carer,"2021-10-13 10:22:29",9179,Incoming,47
"Danielle Richardson","Karl Davis",Nurse,"2021-10-16 12:54:21",1247,Outgoing,93
"Danielle Richardson","Aiden Hunt",Nurse,"2021-10-10 08:04:19",906,Incoming,0
"Danielle Richardson","Quentin Morgan",Nurse,"2021-10-12 11:06:38",8403,Outgoing,75
"Danielle Richardson","Jake Young",Nurse,"2021-10-09 10:14:23",1499,Outgoing,66
"Danielle Richardson","Zoe Wilkinson",Nurse,"2021-10-11 04:57:10",988,Outgoing,69
"Danielle Richardson","Harry Ross",Carer,"2021-10-09 06:23:33",6009,Incoming,93
"Danielle Richardson","Rowena Stevens",Carer,"2021-10-16 02:50:27",8462,Incoming,24
"Danielle Richardson","Tyler Miller",Carer,"2021-10-09 08:23:51",5084,Outgoing,49
"Danielle Richardson","Tyler Hughes",Carer,"2021-10-09 09:01:28",7502,Outgoing,77
"Danielle Richardson","Tony Ross",Nurse,"2021-10-13 01:23:04",3991,Incoming,48
"Danielle Richardson","Joel Palmer",Carer,"2021-10-11 04:15:47",3930,Outgoing,62
"Danielle Richardson","Karl Davis",Nurse,"2021-10-10 01:51:59",217,Outgoing,91
"Danielle Richardson","Poppy Johnson",Carer,"2021-10-09 08:33:04",3463,Outgoing,52
"Danielle Richardson","Harrison Patel",Carer,"2021-10-15 03:42:42",3539,Incoming,97
"Danielle Richardson","Gordon Kelly",Nurse,"2021-10-09 12:10:37",5046,Incoming,93
"Danielle Richardson","Lizzie Smith",Carer,"2021-10-11 11:18:52",5098,Incoming,99
"Danielle Richardson","Zoe Wilkinson",Nurse,"2021-10-10 09:17:46",9651,Incoming,89
"Danielle Richardson","Zachary Wilkinson",Carer,"2021-10-15 01:39:43",9199,Incoming,92
"Danielle Richardson","Mohammed Collins",Nurse,"2021-10-17 05:12:50",3239,Outgoing,72
"Danielle Richardson","Karl Bell",Nurse,"2021-10-13 03:26:11",792,Outgoing,84
"Danielle Richardson","Jason Kennedy",Carer,"2021-10-13 10:58:27",1248,Outgoing,61
"Danielle Richardson","Quentin Morgan",Nurse,"2021-10-09 12:05:16",1324,Outgoing,53
"Danielle Richardson","Evelyn Evans",Nurse,"2021-10-09 12:00:43",4434,Incoming,14
"Danielle Richardson","Laura White",Carer,"2021-10-13 06:54:06",5574,Outgoing,14
"Danielle Richardson","Barry Mason",Nurse,"2021-10-13 12:15:04",9842,Incoming,87
"Danielle Richardson","Millie Cooper",Carer,"2021-10-08 08:05:33",1119,Outgoing,81
"Danielle Richardson","Charlotte Harris",Carer,"2021-10-16 02:29:03",2427,Incoming,61
"Danielle Richardson","Yvonne Gray",Nurse,"2021-10-08 01:17:59",6678,Outgoing,64
"Danielle Richardson","Beth Clark",Carer,"2021-10-13 06:46:31",4488,Incoming,85
"Danielle Richardson","Andrew Wood",Carer,"2021-10-12 12:03:36",6015,Outgoing,32
"Danielle Richardson","Karl Davis",Nurse,"2021-10-15 03:10:17",3032,Outgoing,80
"Danielle Richardson","Sasha Cox",Nurse,"2021-10-09 04:22:43",8382,Outgoing,69
"Danielle Richardson","Gavin Knight",Carer,"2021-10-14 10:03:39",1267,Incoming,79
"Danielle Richardson","Erin Roberts",Nurse,"2021-10-13 10:39:09",5707,Incoming,73
"Danielle Richardson","Adrian Ross",Carer,"2021-10-15 12:55:11",9390,Incoming,81
"Danielle Richardson","Elliott Kelly",Nurse,"2021-10-15 03:00:43",1857,Incoming,75
"Danielle Richardson","Emma King",Nurse,"2021-10-11 06:53:49",7087,Incoming,1
"Sally Clarke","Harrison Patel",Carer,"2021-09-19 01:21:11",69,Outgoing,87
"Sally Clarke","Gordon Shaw",Nurse,"2021-09-07 12:08:51",748,Incoming,18
"Sally Clarke","Tyler Hughes",Carer,"2021-09-05 09:23:55",527,Outgoing,10
"Sally Clarke","Jamie Mason",Nurse,"2021-10-14 06:59:42",534,Incoming,42
"Sally Clarke","Ray Graham",Carer,"2021-09-12 12:51:17",645,Incoming,28
"Sally Clarke","Harrison Patel",Carer,"2021-10-11 05:41:26",154,Outgoing,91
"Sally Clarke","Joanne Ross",Nurse,"2021-09-09 07:24:49",346,Outgoing,2
"Sally Clarke","Poppy Johnson",Carer,"2021-10-07 05:28:53",386,Outgoing,63
"Sally Clarke","Becky Griffiths",Carer,"2021-10-06 07:57:08",738,Outgoing,46
"Sally Clarke","Laura White",Carer,"2021-08-31 06:47:51",438,Outgoing,51
"Sally Clarke","Suzanne Allen",Nurse,"2021-10-05 01:43:16",201,Outgoing,99
"Sally Clarke","Abbie Holmes",Nurse,"2021-09-05 06:42:53",645,Incoming,5
"Sally Clarke","Francesca Fox",Carer,"2021-08-23 04:21:30",952,Incoming,17
"Sally Clarke","Ray Graham",Carer,"2021-09-12 12:19:30",487,Incoming,59
"Sally Clarke","Joanne Ross",Nurse,"2021-08-24 10:28:47",468,Incoming,46
"Sally Clarke","Sonia Griffiths",Nurse,"2021-09-15 03:52:49",892,Incoming,28
"Sally Clarke","Lizzie Smith",Carer,"2021-09-23 07:13:28",508,Incoming,67
"Sally Clarke","Emma King",Nurse,"2021-09-07 09:57:56",926,Outgoing,95
"Sally Clarke","Jamie Mason",Nurse,"2021-08-28 11:23:59",960,Outgoing,73
"Sally Clarke","Rowena Stevens",Carer,"2021-09-16 05:45:08",939,Incoming,39
"Sally Clarke","George Anderson",Nurse,"2021-08-21 05:46:38",180,Outgoing,78
"Sally Clarke","Reece Phillips",Nurse,"2021-10-07 01:40:07",567,Incoming,9
"Sally Clarke","Alexa Watson",Carer,"2021-08-29 05:50:53",773,Incoming,62
"Sally Clarke","Francesca Fox",Carer,"2021-09-24 03:54:45",5,Outgoing,42
"Sally Clarke","Quentin Morgan",Nurse,"2021-08-18 03:26:35",479,Outgoing,32
"Sally Clarke","Kimberly Adams",Carer,"2021-10-02 10:16:23",804,Outgoing,98
"Sally Clarke","Elsie Rogers",Nurse,"2021-09-05 01:09:53",53,Outgoing,33
"Sally Clarke","Alexa Watson",Carer,"2021-09-02 10:46:52",341,Incoming,30
"Sally Clarke","Elizabeth Jones",Nurse,"2021-09-18 02:47:47",686,Incoming,14
"Sally Clarke","Kimberly Adams",Carer,"2021-10-11 07:39:47",744,Incoming,89
"Sally Clarke","Jake Young",Nurse,"2021-10-14 01:40:39",785,Incoming,48
"Sally Clarke","Evie Bailey",Carer,"2021-09-13 04:23:44",192,Outgoing,32
"Sally Clarke","Donna Robinson",Carer,"2021-09-25 02:08:32",27,Incoming,57
"Sally Clarke","Kimberly Adams",Carer,"2021-09-14 03:39:53",683,Incoming,50
"Sally Clarke","Samantha Reid",Carer,"2021-09-12 06:48:16",395,Incoming,26
"Sally Clarke","Jessica Lewis",Nurse,"2021-09-27 12:23:32",541,Outgoing,69
"Sally Clarke","Gordon Shaw",Nurse,"2021-08-24 02:03:56",542,Outgoing,44
"Sally Clarke","Jamie Mason",Nurse,"2021-09-29 02:35:11",23,Outgoing,22
"Sally Clarke","Ross Owen",Nurse,"2021-09-28 02:47:34",965,Incoming,38
"Sally Clarke","Elizabeth Jones",Nurse,"2021-09-29 06:50:29",374,Outgoing,71
"Sally Clarke","Sienna Campbell",Carer,"2021-09-10 07:55:25",313,Outgoing,36
"Sally Clarke","Harry Ross",Carer,"2021-08-31 12:04:36",799,Incoming,38
"Sally Clarke","Gavin Knight",Carer,"2021-10-04 03:34:26",785,Incoming,19
"Sally Clarke","Gordon Kelly",Nurse,"2021-08-21 07:58:12",103,Incoming,81
"Sally Clarke","Samantha Reid",Carer,"2021-09-28 05:00:18",953,Outgoing,31
"Sally Clarke","Grace Walker",Nurse,"2021-09-25 06:04:04",103,Outgoing,29
"Sally Clarke","Lucas Wilson",Carer,"2021-10-04 11:57:40",132,Incoming,49
"Sally Clarke","Millie Cooper",Carer,"2021-08-26 07:36:56",299,Incoming,75
"Sally Clarke","Christopher Baker",Nurse,"2021-09-02 11:18:45",658,Outgoing,6
"Sally Clarke","Suzanne Marshall",Nurse,"2021-10-14 05:29:09",308,Incoming,10
"Sally Clarke","Kirsten Green",Carer,"2021-09-04 03:04:33",578,Incoming,43
"Sally Clarke","Elliott Kelly",Nurse,"2021-09-19 03:30:19",420,Incoming,28
"Sally Clarke","Reece Hill",Nurse,"2021-09-05 04:44:55",945,Incoming,79
"Sally Clarke","Tyler Miller",Carer,"2021-08-20 11:06:37",844,Outgoing,79
"Sally Clarke","Zoe Wilkinson",Nurse,"2021-09-19 05:07:40",721,Incoming,22
"Sally Clarke","Muhammad Gray",Carer,"2021-09-27 11:25:00",930,Incoming,77
"Sally Clarke","Ryan Turner",Carer,"2021-08-28 06:15:09",78,Outgoing,23
"Sally Clarke","Tyler Miller",Carer,"2021-09-12 05:23:32",562,Incoming,35
"Sally Clarke","Ryan Turner",Carer,"2021-10-01 10:45:30",483,Outgoing,11
"Sally Clarke","Dale Carter",Carer,"2021-08-30 08:09:30",704,Outgoing,50
"Sally Clarke","Reece Gray",Nurse,"2021-08-31 04:00:29",313,Incoming,42
"Sally Clarke","Jason Kennedy",Carer,"2021-08-17 06:44:46",525,Incoming,22
"Sally Clarke","Sonia Griffiths",Nurse,"2021-09-17 07:41:16",139,Outgoing,68
"Sally Clarke","Grace Walker",Nurse,"2021-09-10 08:59:42",774,Outgoing,53
"Sally Clarke","Ryan Graham",Carer,"2021-08-20 12:30:26",155,Incoming,92
"Sally Clarke","Evie Bailey",Carer,"2021-09-01 01:41:08",416,Incoming,71
"Sally Clarke","Sonia Young",Nurse,"2021-10-04 04:40:55",423,Incoming,55
"Sally Clarke","Finley Hughes",Nurse,"2021-08-26 09:01:43",408,Incoming,83
"Sally Clarke","Becky Griffiths",Carer,"2021-10-01 06:17:45",858,Incoming,14
"Sally Clarke","Karl Bell",Nurse,"2021-10-12 04:04:54",339,Incoming,22
"Sally Clarke","Michael Collins",Carer,"2021-10-05 09:32:23",934,Outgoing,49
"Sally Clarke","Jake Young",Nurse,"2021-10-15 02:02:29",632,Outgoing,83
"Sally Clarke","Suzanne Marshall",Nurse,"2021-09-05 05:52:32",600,Outgoing,56
"Sally Clarke","Joanne Ross",Nurse,"2021-09-23 01:30:50",541,Incoming,47
"Sally Clarke","Becky Richardson",Carer,"2021-08-25 10:10:43",601,Outgoing,33
"Sally Clarke","Mary Taylor",Nurse,"2021-08-24 10:04:41",689,Incoming,29
"Sally Clarke","Peter Hughes",Nurse,"2021-10-15 04:31:17",118,Incoming,21
"Sally Clarke","Becky Griffiths",Carer,"2021-08-28 08:57:47",730,Incoming,12
"Sally Clarke","Barry Mason",Nurse,"2021-09-06 02:52:59",623,Outgoing,5
"Sally Clarke","Paula Stevens",Carer,"2021-09-07 11:58:34",191,Incoming,25
"Sally Clarke","Jason Kennedy",Carer,"2021-10-08 04:39:47",399,Incoming,80
"Sally Clarke","Nathan Bell",Nurse,"2021-09-08 05:00:34",284,Outgoing,11
"Sally Clarke","Dale Carter",Carer,"2021-09-23 07:30:26",806,Outgoing,82
"Sally Clarke","Jackson Jones",Carer,"2021-10-08 08:22:05",779,Incoming,48
"Sally Clarke","Grace Walker",Nurse,"2021-09-23 08:01:42",420,Incoming,43
"Sally Clarke","Vicky Hughes",Carer,"2021-10-14 01:05:22",303,Incoming,51
"Sally Clarke","Emma King",Nurse,"2021-09-08 01:53:11",953,Outgoing,51
"Sally Clarke","Graham Harris",Nurse,"2021-10-13 04:52:10",82,Outgoing,12
"Sally Clarke","Graham Harris",Nurse,"2021-08-16 05:40:33",358,Incoming,14
"Sally Clarke","Alexa Watson",Carer,"2021-09-28 11:35:39",205,Incoming,92
"Sally Clarke","Millie Cooper",Carer,"2021-10-08 02:28:52",354,Outgoing,21
"Sally Clarke","Reece Hill",Nurse,"2021-09-19 02:41:49",51,Incoming,9
"Sally Clarke","Tyler Hughes",Carer,"2021-10-01 02:43:16",693,Outgoing,45
"Sally Clarke","Sienna Campbell",Carer,"2021-09-12 06:37:56",693,Incoming,21
"Sally Clarke","Andrew Wood",Carer,"2021-10-08 11:45:30",910,Incoming,1
"Sally Clarke","Benjamin Murphy",Carer,"2021-09-05 06:51:09",582,Outgoing,46
"Sally Clarke","Elsie Rogers",Nurse,"2021-08-23 12:09:14",41,Incoming,66
"Sally Clarke","Sonia Griffiths",Nurse,"2021-09-13 10:33:32",130,Incoming,71
"Sally Clarke","Becky Richardson",Carer,"2021-09-28 09:10:07",863,Incoming,0
"Sally Clarke","Tony Ross",Nurse,"2021-10-07 06:33:29",939,Outgoing,19
"Sally Clarke","Benjamin Murphy",Carer,"2021-08-20 10:46:25",581,Incoming,93
"Sally Clarke","Sonia Young",Nurse,"2021-08-30 08:39:14",754,Incoming,29
"Sally Clarke","Kimberly Adams",Carer,"2021-10-05 10:51:01",119,Incoming,98
"Sally Clarke","Mike Scott",Carer,"2021-08-17 06:57:57",117,Incoming,84
"Sally Clarke","Tara Watson",Nurse,"2021-08-24 11:15:41",196,Incoming,26
"Sally Clarke","Mohammed Collins",Nurse,"2021-09-28 04:02:03",668,Incoming,40
"Sally Clarke","Grace Walker",Nurse,"2021-10-06 01:53:44",981,Incoming,96
"Sally Clarke","Gordon Kelly",Nurse,"2021-09-09 04:06:01",364,Incoming,14
"Sally Clarke","Steve Saunders",Carer,"2021-09-18 08:03:01",769,Outgoing,45
"Sally Clarke","Poppy Johnson",Carer,"2021-09-02 01:25:30",524,Incoming,18
"Sally Clarke","Abbie Holmes",Nurse,"2021-08-31 12:32:48",417,Incoming,89
"Sally Clarke","Christopher Khan",Carer,"2021-08-24 07:48:25",74,Outgoing,20
"Sally Clarke","Zachary Wilkinson",Carer,"2021-09-12 11:05:03",798,Incoming,29
"Sally Clarke","Zachary Wilkinson",Carer,"2021-09-23 03:29:36",116,Outgoing,65
"Sally Clarke","Sasha Cox",Nurse,"2021-09-23 01:03:18",615,Outgoing,45
"Sally Clarke","Yvonne Gray",Nurse,"2021-08-19 07:22:28",80,Incoming,30
"Sally Clarke","Ian Davies",Carer,"2021-09-03 04:18:13",758,Outgoing,40
"Sally Clarke","Alexandra Hughes",Nurse,"2021-09-19 10:54:40",299,Outgoing,76
"Sally Clarke","Francesca Fox",Carer,"2021-09-04 08:21:54",674,Incoming,21
"Sally Clarke","Tara Watson",Nurse,"2021-08-21 08:22:33",394,Incoming,75
"Sally Clarke","Harvey Edwards",Nurse,"2021-08-22 07:02:50",542,Incoming,42
"Sally Clarke","Becky Griffiths",Carer,"2021-09-29 09:41:04",922,Incoming,5
"Sally Clarke","Emma Harrison",Carer,"2021-09-21 09:34:20",79,Incoming,54
"Sally Clarke","Rowena Stevens",Carer,"2021-08-28 08:59:30",206,Incoming,25
"Sally Clarke","Ross Owen",Nurse,"2021-09-01 04:28:00",124,Incoming,76
"Sally Clarke","Francesca Fox",Carer,"2021-10-02 03:06:22",666,Outgoing,81
"Sally Clarke","Gordon Kelly",Nurse,"2021-09-21 03:04:23",155,Incoming,39
"Sally Clarke","Stefan James",Nurse,"2021-08-20 07:57:05",270,Outgoing,79
"Sally Clarke","Donna Robinson",Carer,"2021-09-01 03:54:14",572,Outgoing,9
"Sally Clarke","Donna Robinson",Carer,"2021-09-01 04:52:40",137,Incoming,2
"Sally Clarke","Sonia Griffiths",Nurse,"2021-10-13 06:17:17",807,Outgoing,84
"Sally Clarke","Mary Taylor",Nurse,"2021-08-24 11:05:45",288,Incoming,79
"Sally Clarke","Aiden Hunt",Nurse,"2021-09-28 05:06:36",224,Outgoing,70
"Sally Clarke","Imogen Bell",Nurse,"2021-10-01 02:28:01",87,Incoming,81
"Sally Clarke","Kieran Wood",Carer,"2021-09-06 12:25:11",49,Outgoing,99
